dataset,model,selection_type,k,pr_auc_cv,pr_auc_test,pr_auc_diff,pr_auc_diff_percent,k_percent,pr_auc_test_percent
uci_android_permissions,xgb,mrmr,15,0.9893419764252296,0.9872462593409824,0.0020957170842471617,0.0021227906050979802,17.441860465116278,99.29087584659965
uci_android_permissions,xgb,mutual_info,15,0.9898710949183104,0.988648632275142,0.0012224626431683872,0.0012364985933932637,17.441860465116278,99.43191749206431
uci_android_permissions,xgb,relieff,15,0.5283731306228857,0.5292684808518304,-0.0008953502289447135,-0.0016916749463404533,17.441860465116278,53.23041796770877
uci_android_permissions,xgb,shap,9,0.9825916363897612,0.9816527866222772,0.0009388497674840401,0.0009563969870798045,10.465116279069768,98.72832035448259
uci_android_permissions,svc,shap,12,0.9800527784674116,0.9800069800200456,4.579844736596339e-05,4.6732776704331845e-05,13.953488372093023,99.10888263242113
uci_android_permissions,svc,mutual_info,12,0.970992879278071,0.9677155568061414,0.003277322471929578,0.003386658867762845,13.953488372093023,97.86584126074914
uci_android_permissions,svc,mrmr,8,0.966805090309616,0.9640344659001292,0.0027706244094868326,0.0028739889573344986,9.30232558139535,97.49356961983105
uci_android_permissions,svc,relieff,8,0.5213236485550901,0.5240617775815913,-0.002738129026501279,-0.005224821087195162,9.30232558139535,52.99878293255578
uci_breast_cancer,logreg,mrmr,16,0.9977945714104884,0.992078482080048,0.0057160893304404325,0.005761730985693546,53.333333333333336,101.18153558592935
uci_breast_cancer,logreg,mutual_info,6,0.9864437648885892,0.997810329205678,-0.011366564317088823,-0.011391507969392688,20.0,101.76612350350928
uci_breast_cancer,logreg,shap,7,0.9925411263355238,0.9826382482390332,0.009902878096490597,0.010077847177470805,23.333333333333332,100.21873135866554
uci_breast_cancer,logreg,relieff,8,0.9822359738232664,0.980710446378737,0.0015255274445293843,0.0015555329813834228,26.666666666666668,100.02211591336206
uci_breast_cancer,dt,mutual_info,1,0.9647701691520426,0.931905994030054,0.03286417512198858,0.03526554752573972,3.3333333333333335,97.75178401241497
uci_breast_cancer,dt,mrmr,1,0.9647701691520426,0.931905994030054,0.03286417512198858,0.03526554752573972,3.3333333333333335,97.75178401241497
uci_breast_cancer,dt,relieff,1,0.9587613073970476,0.911970021167121,0.046791286229926565,0.051307921470975563,3.3333333333333335,95.66061073328704
uci_breast_cancer,dt,shap,1,0.9587613073970476,0.911970021167121,0.046791286229926565,0.051307921470975563,3.3333333333333335,95.66061073328704
uci_breast_cancer,rf,mrmr,15,0.999523052464229,0.9932462778393012,0.006276774624927817,0.006319454464588837,50.0,100.0930252958693
uci_breast_cancer,rf,mutual_info,6,0.9982959850606912,0.989816734774718,0.008479250285973183,0.008566485075545888,20.0,99.74741781827235
uci_breast_cancer,rf,relieff,18,0.9993549852373382,0.9896748492678726,0.009680135969465598,0.009781127586122481,60.0,99.73311950178967
uci_breast_cancer,rf,shap,11,0.9994957983193278,0.990913623132468,0.008582175186859775,0.008660871125910928,36.666666666666664,99.8579552313879
uci_breast_cancer,xgb,mrmr,15,1.0,0.99124858276644,0.008751417233559988,0.008828680702005114,50.0,99.91785714285716
uci_breast_cancer,xgb,shap,15,1.0,0.9904401154401156,0.009559884559884435,0.009652158076852905,50.0,99.83636363636366
uci_breast_cancer,xgb,mutual_info,12,1.0,0.9919673625359956,0.0080326374640044,0.00809768321758965,40.0,99.99031014362836
uci_breast_cancer,xgb,relieff,19,1.0,0.987903569298918,0.012096430701082017,0.012244546003276867,63.333333333333336,99.58067978533094
uci_breast_cancer,svc,shap,10,0.994816826064322,0.9954912197437116,-0.0006743936793895955,-0.0006774481442068546,33.333333333333336,100.0786385806178
uci_breast_cancer,svc,mrmr,10,0.9964081085534372,0.9949104996507964,0.0014976089026408346,0.0015052699747027298,33.333333333333336,100.02025767765984
uci_breast_cancer,svc,mutual_info,10,0.9853712890324944,0.995397303990984,-0.010026014958489649,-0.010072375038882425,33.333333333333336,100.06919705015743
uci_breast_cancer,svc,relieff,22,0.9971315543761364,0.9944915072947418,0.0026400470813946475,0.0026546703134511587,73.33333333333333,99.9781355737799
uci_heart_disease,logreg,mrmr,16,0.9101933228664564,0.9658391907991588,-0.05564586793270243,-0.05761400910503506,64.0,100.04862328598584
uci_heart_disease,logreg,mutual_info,15,0.916858618674827,0.9671160340872804,-0.05025741541245343,-0.05196627254751708,60.0,100.18088796766935
uci_heart_disease,logreg,relieff,13,0.8985564858275401,0.948493276098318,-0.04993679027077791,-0.05264854430618189,52.0,98.25180772705276
uci_heart_disease,logreg,shap,10,0.9189408101259612,0.960226862773038,-0.041286052647076854,-0.04299614419018326,40.0,99.46725767378891
uci_heart_disease,dt,mrmr,1,0.6849426404003773,0.6237583784220303,0.06118426197834703,0.09808968359371714,4.0,77.14336874691014
